obsra,obsdec,z_helio,quality,specid
+10:37:22.86,-35:21:37.2,     +0.007837,          3,               50515
+13:38:06.24,-39:50:24.8,     +0.007834,          3,              134602
+05:35:40.10,-15:26:13.8,     +0.007833,          4,               31911
+14:09:40.73,-14:46:24.0,     +0.007831,          4,               70868
+12:53:22.60,-42:08:27.6,     +0.007831,          4,               62587
+01:03:21.88,-06:20:21.2,     +0.007829,          4,                7746
+21:05:38.67,-42:46:52.7,     +0.007828,          4,              100275
+22:48:33.84,-39:38:56.3,     +0.007828,          4,              110020
+09:45:48.33,-14:22:05.9,     +0.007826,          4,               46564
+13:19:53.84,-23:50:29.8,     +0.007821,          4,              128574
+09:53:32.42,-18:39:32.2,     +0.007821,          3,               46622
+15:18:27.06,-24:39:17.6,     +0.007814,          4,               78945
+04:04:41.16,-34:57:55.6,     +0.007809,          4,               24637
+09:48:47.81,-26:16:58.3,     +0.007806,          3,               46640
+06:46:44.00,-26:16:20.7,     +0.007805,          3,              134202
+02:20:06.11,-19:45:02.6,     +0.007803,          4,               13119
+12:50:43.00,-41:25:49.0,     +0.007803,          4,               63084
+05:39:01.30,-10:08:20.9,     +0.007802,          4,               32591
+21:52:39.75,-36:30:10.0,     +0.007801,          4,              103322
+10:34:59.66,-28:04:42.5,     +0.007800,          4,               50255
+10:30:07.23,-10:31:40.0,     +0.007800,          4,               50796
+03:20:09.69,-06:15:43.0,     +0.007799,          4,               20972
+16:48:08.31,-00:25:13.9,     +0.007797,          4,               83524
+11:27:41.02,-30:50:14.1,     +0.007795,          4,               55468
+22:04:15.23,-32:36:14.8,     +0.007794,          4,              106233
+22:48:33.84,-39:38:56.3,     +0.007792,          4,              111378
+13:09:53.47,-16:31:01.6,     +0.007792,          3,               65579
+06:32:52.00,-25:43:21.1,     +0.007790,          4,              134128
+22:10:37.80,-43:15:10.6,     +0.007787,          4,              106327
+04:54:20.34,-36:29:01.4,     +0.007784,          4,               28700
+05:07:32.03,-11:39:05.8,     +0.007782,          4,              125385
+09:45:41.98,-14:19:34.9,     +0.007780,          4,               45764
+22:36:51.07,-19:48:25.3,     +0.007780,          4,              108360
+15:18:35.95,-24:07:11.8,     +0.007766,          4,              129516
+09:58:13.65,-29:24:50.5,     +0.007765,          4,               48545
+09:30:17.00,-30:23:06.1,     +0.007765,          4,               44775
+05:50:26.70,-19:43:33.2,     +0.007758,          4,               33981
+05:56:52.27,-05:23:08.6,     +0.007752,          4,               34423
+11:44:40.15,-31:04:38.8,     +0.007751,          4,               55536
+21:50:50.48,-23:08:48.4,     +0.007750,          4,              103593
+03:00:22.09,-17:09:09.1,     +0.007750,          4,               18020
+14:09:48.64,-14:47:20.0,     +0.007749,          4,               73267
+23:18:03.95,-48:59:36.3,     +0.007749,          4,              114118
+09:26:56.63,-24:46:58.9,     +0.007748,          4,               44678
+14:04:46.33,-24:49:37.6,     +0.007742,          4,               71755
+09:58:11.44,-29:34:36.6,     +0.007740,          4,               48171
+12:28:50.75,-01:56:21.0,     +0.007738,          4,               61188
+12:05:34.03,-31:25:24.7,     +0.007737,          4,               57636
+12:07:43.65,-29:11:58.4,     +0.007733,          4,               59228
+14:04:37.37,-24:49:59.2,     +0.007731,          4,               70977
+14:04:46.33,-24:49:37.6,     +0.007730,          4,               70554
+23:33:15.03,-02:43:12.5,     +0.007729,          4,              113910
+12:30:06.98,-39:55:31.3,     +0.007729,          4,               61100
+01:50:34.88,-26:07:05.9,     +0.007729,          3,              117745
+13:35:25.44,-10:38:20.8,     +0.007728,          4,               69025
+13:05:46.83,-28:25:19.8,     +0.007727,          4,              122106
+14:55:19.99,-25:28:23.1,     +0.007724,          3,               76761
+22:56:41.26,-36:46:21.7,     +0.007722,          4,              132290
+19:50:13.29,-54:53:47.0,     +0.007720,          4,               90245
+23:28:01.11,-02:09:51.9,     +0.007718,          4,              113908
+22:00:39.87,-43:07:32.5,     +0.007714,          4,              106318
+15:13:17.56,-18:07:55.8,     +0.007710,          4,               77764
+09:58:11.44,-29:34:36.6,     +0.007708,          4,               45995
+04:20:14.26,-03:54:48.8,     +0.007701,          4,               24947
+10:38:57.24,-20:02:42.1,     +0.007699,          4,               50176
+22:41:27.50,-19:29:05.1,     +0.007697,          4,              110392
+06:12:09.65,-21:48:21.4,     +0.007695,          4,               36033
+04:50:10.40,-39:47:43.3,     +0.007690,          3,               27724
+13:16:23.09,-16:08:11.3,     +0.007684,          4,              128600
+10:34:59.15,-22:17:12.5,     +0.007676,          4,               51050
+12:05:34.03,-31:25:24.7,     +0.007673,          4,               57976
+04:55:00.22,-37:15:35.3,     +0.007672,          4,               28450
+05:05:27.12,-11:52:17.0,     +0.007671,          4,              125384
+21:59:39.04,-43:18:22.3,     +0.007667,          4,              104471
+01:02:51.45,-65:36:35.9,     +0.007662,          4,                5443
+10:00:03.05,-29:36:37.1,     +0.007660,          4,               48544
+09:44:16.02,-21:16:41.3,     +0.007659,          4,               45676
+03:19:26.08,-06:07:16.2,     +0.007659,          4,               19268
+21:05:00.77,-51:56:54.0,     +0.007657,          4,               99036
+12:01:42.78,-31:42:13.6,     +0.007656,          4,               57631
+12:06:49.58,-30:27:44.7,     +0.007654,          3,               59213
+20:31:05.04,-18:12:02.0,     +0.007650,          4,               94251
+06:25:57.98,-22:00:17.4,     +0.007646,          4,               37447
+13:16:23.09,-16:08:11.3,     +0.007644,          4,               65119
+13:19:00.53,-27:37:42.9,     +0.007644,          4,               65701
+15:26:08.03,-22:16:56.9,     +0.007640,          4,              129560
+23:33:15.77,-02:42:10.4,     +0.007632,          4,              115502
+14:04:44.68,-24:50:06.3,     +0.007632,          4,               72870
+13:23:13.38,-26:18:01.4,     +0.007631,          3,               65442
+21:09:35.24,-49:18:13.2,     +0.007629,          4,               99004
+15:15:00.27,-14:00:11.0,     +0.007628,          4,               78317
+04:55:00.22,-37:15:35.3,     +0.007625,          4,               28697
+21:36:34.14,-45:03:58.1,     +0.007621,          4,              102416
+02:21:36.47,-05:31:17.0,     +0.007621,          4,               13348
+20:17:32.03,-48:01:21.6,     +0.007614,          3,              130403
+09:12:00.50,-26:49:41.1,     +0.007611,          4,              126860
+15:13:48.21,-15:27:49.3,     +0.007608,          4,               78309
+15:19:59.55,-23:55:27.2,     +0.007604,          4,               78952
+12:05:48.59,-29:58:20.3,     +0.007592,          4,              128223
+09:36:05.48,-20:46:53.6,     +0.007591,          3,               45092
+11:49:50.77,-16:10:03.9,     +0.007581,          4,               56907
+09:53:17.66,-18:38:42.4,     +0.007579,          4,               46882
+13:35:53.78,-34:17:44.1,     +0.007579,          4,               69857
+22:22:17.59,-40:05:21.0,     +0.007578,          4,              107997
+06:23:06.23,-59:34:08.4,     +0.007569,          4,               35897
+09:49:00.97,-16:43:44.2,     +0.007568,          4,               46537
+09:36:44.85,-21:07:41.3,     +0.007567,          4,               45656
+09:46:18.66,-30:26:15.1,     +0.007564,          4,               45979
+02:23:50.65,-04:37:03.5,     +0.007562,          4,               13313
+15:21:37.92,-13:10:09.4,     +0.007548,          4,               79080
+12:08:15.64,-32:00:31.4,     +0.007548,          4,               57974
+09:46:07.77,-21:08:55.4,     +0.007546,          4,               45679
+10:27:57.36,-35:49:17.9,     +0.007544,          4,               50442
+15:21:13.84,-13:06:02.2,     +0.007542,          4,               78437
+15:31:07.71,-40:51:17.1,     +0.007541,          4,              129671
+05:48:07.23,-58:31:02.0,     +0.007539,          4,               32810
+09:14:28.12,-33:57:20.9,     +0.007539,          4,              126987
+22:02:44.01,-31:59:26.2,     +0.007538,          4,              106238
+03:40:21.91,-12:05:58.8,     +0.007527,          4,               22657
+06:49:19.97,-26:26:28.4,     +0.007523,          4,               38904
+12:48:43.44,-41:38:37.5,     +0.007522,          4,               61140
+15:13:30.92,-20:40:30.2,     +0.007521,          4,              129530
+13:34:52.70,-29:00:08.2,     +0.007520,          4,               67088
+12:20:55.58,-39:32:09.6,     +0.007517,          4,               58683
+21:26:00.26,-40:50:05.1,     +0.007513,          4,              101358
+21:55:57.17,-39:46:14.4,     +0.007502,          4,              106142
+21:10:05.08,-03:42:05.8,     +0.007501,          4,               98288
+15:39:03.50,-25:58:31.6,     +0.007500,          4,               80102
+22:57:26.43,-17:53:08.1,     +0.007499,          4,              110911
+13:19:33.50,-26:48:10.4,     +0.007479,          3,               66660
+13:39:37.91,-11:29:37.9,     +0.007478,          4,               69208
+15:39:03.50,-25:58:31.6,     +0.007476,          4,               79805
+03:14:38.32,-04:46:26.1,     +0.007467,          4,               18547
+15:19:59.81,-23:55:26.8,     +0.007463,          4,              129514
+01:12:59.89,-06:08:35.0,     +0.007457,          4,                8107
+09:43:51.74,-21:58:30.0,     +0.007456,          4,               45678
+13:20:43.27,-25:14:52.1,     +0.007448,          4,               66671
+15:13:38.10,-20:45:29.5,     +0.007441,          4,               77784
+22:21:22.71,-31:25:43.6,     +0.007437,          4,              106742
+13:07:09.39,-28:13:41.5,     +0.007432,          4,               65680
+12:50:19.90,-44:25:34.1,     +0.007429,          4,               61461
+14:42:37.32,-16:05:53.6,     +0.007425,          4,               76052
+15:46:42.95,-28:43:56.2,     +0.007420,          3,               79970
+05:47:54.63,-07:39:34.9,     +0.007420,          4,               34404
+22:13:41.36,-45:53:37.6,     +0.007420,          3,              135492
+03:21:01.24,-07:02:22.2,     +0.007419,          3,               19275
+13:13:50.08,-17:30:47.8,     +0.007416,          4,               65563
+10:29:11.55,-35:39:28.8,     +0.007414,          4,               49030
+15:51:01.98,-29:26:33.7,     +0.007412,          4,               79979
+01:46:29.98,-58:40:24.9,     +0.007410,          4,               11025
+22:02:50.17,-32:34:36.8,     +0.007408,          4,              106232
+12:09:27.14,-32:30:54.5,     +0.007406,          4,               59196
+15:18:13.22,-24:04:58.7,     +0.007404,          3,               78121
+01:17:52.08,-36:18:47.3,     +0.007390,          4,                8857
+20:28:33.82,-36:01:37.6,     +0.007389,          4,               95875
+09:11:54.66,-20:07:00.9,     +0.007381,          4,              126844
+06:07:44.69,-23:29:11.9,     +0.007381,          4,               36181
+14:13:23.58,-16:31:47.0,     +0.007380,          4,               73258
+09:16:48.26,-16:00:22.0,     +0.007377,          4,               44111
+23:35:18.23,-03:44:34.0,     +0.007372,          3,              115491
+22:38:12.74,-39:40:19.3,     +0.007367,          4,              108913
+09:45:04.00,-13:03:37.1,     +0.007367,          4,              118771
+13:06:53.05,-28:33:28.5,     +0.007362,          4,               65675
+22:12:09.62,-41:47:39.4,     +0.007357,          4,              106332
+04:49:24.11,-12:44:51.2,     +0.007352,          4,              124695
+12:09:27.14,-32:30:54.5,     +0.007349,          4,               57554
+10:42:06.28,-22:06:16.0,     +0.007349,          4,               51041
+05:08:08.99,-13:08:15.3,     +0.007339,          4,              125569
+04:13:10.42,-06:40:38.1,     +0.007339,          4,               25459
+06:02:42.68,-12:29:57.5,     +0.007334,          4,               34763
+12:08:15.64,-32:00:31.4,     +0.007332,          4,               57643
+10:43:35.28,-30:38:11.7,     +0.007328,          4,               51999
+21:35:41.67,-47:42:25.2,     +0.007327,          4,              131167
+15:44:17.61,-28:18:25.7,     +0.007319,          4,               79881
+06:58:28.74,-28:46:04.2,     +0.007313,          4,               38947
+03:42:29.22,-13:28:20.9,     +0.007312,          4,               21209
+09:56:44.83,-31:51:59.7,     +0.007310,          4,              118999
+10:55:19.46,-30:28:11.1,     +0.007301,          4,               51979
+22:10:47.23,-66:52:09.4,     +0.007300,          4,              106858
+12:49:51.59,-41:13:34.6,     +0.007295,          4,               61133
+03:12:48.56,-05:13:28.9,     +0.007291,          4,               18328
